full_name,final_score,occupation,hometown,city,state,state_id,archive_info,date,dt_indx,id_x,created_at,favorite_count,retweet_count,anecdote,text,game_info_flg,winner_flg,gender,clean_text,answer_number,job,final_job_category
Kat Long,2001,a journalist,"New York, New York",New York,New York,NY,J! Archive - Show #7794,2018-06-28,3,1012472473919598604,2018-06-28 23:07:03,16,2,I helped create celebrity fragrances.,"6/28/18:
""I helped create celebrity fragrances.""
""I overheard a woman bashing the TV show I work on.""
""I have done a few roles acting on stage.""
#Jeopardy https://t.co/NlO8SeS6kv",True,0,female,I helped create celebrity fragrances.,answer1,journalist,writer
Jack Dickey,0,a journalist,"New York, New York",New York,New York,NY,J! Archive - Show #7734,2018-04-05,1,982031895528706048,2018-04-05 23:07:03,10,2,My girlfriend rented out my childhood hockey rink for us.,"4/5/18:
""I do a podcast with my husband about TV &amp; film adaptations.""
""My dogs are named Betty Ford &amp; Franklin Delano.""
""My girlfriend rented out my childhood hockey rink for us.""
#Jeopardy https://t.co/gYR0ytHZkY",True,0,male,My girlfriend rented out my childhood hockey rink for us.,answer3,journalist,writer
Jack Dickey,16401,a journalist,"New York, New York",New York,New York,NY,J! Archive - Show #7733,2018-04-04,1,981669523551113217,2018-04-04 23:07:07,14,3,I put @Mets games in a spreadsheet.,"4/4/18:
""My wedding party was photographed in front of a college physics department.""
""I watched the first six Star Wars back-to-back in a theatre.""
""I put @Mets games in a spreadsheet.""
#Jeopardy https://t.co/7OMEuNG2Zr",True,1,male,I put Mets games in a spreadsheet.,answer3,journalist,writer
Jack Dickey,30401,a journalist,"New York, New York",New York,New York,NY,J! Archive - Show #7732,2018-04-03,3,981307119730388993,2018-04-03 23:07:03,7,2,I wrote a @TIME cover story about @TaylorSwift13.,"4/3/18:
""I wrote a @TIME cover story about @TaylorSwift13.""
""I got married in Kauai.""
""I visit odd roadside attractions.""
#Jeopardy https://t.co/aFwS4u0he4",True,1,male,I wrote a T I M E cover story about Taylor Swift13.,answer1,journalist,writer
Charlene Lee,8700,a journalist,"Jersey City, New Jersey",Jersey City,New Jersey,NJ,J! Archive - Show #7206,2016-01-04,3,816840269089927168,2017-01-05 02:54:30,33,15,I am not allowed to hit piñatas for fear of injury.,"1/4/16:
""I am not allowed to hit piñatas for fear of injury.""
""I corrected an Alamo guide.""
""My husband lost Scrabble in France.""
#Jeopardy https://t.co/gYRCHvwzQi",True,0,female,I am not allowed to hit piñatas for fear of injury.,answer1,journalist,writer
Charlene Lee,8700,a journalist,"Jersey City, New Jersey",Jersey City,New Jersey,NJ,J! Archive - Show #7206,2016-01-04,3,684166707368300546,2016-01-05 00:17:08,9,4,I was taxed in Germany for owning a TV,"1/4/16:
""I was taxed in Germany for owning a TV""
""I organize city concerts""
""I love to visit Johannesburg""
#Jeopardy https://t.co/uiDcTIiPkG",True,0,female,I was taxed in Germany for owning a TV,answer1,journalist,writer
Jay Hancock,14500,a journalist,"Ellicott City, Maryland",Ellicott City,Maryland,MD,J! Archive - Show #7603,2017-10-04,3,915714929549815809,2017-10-04 23:07:07,6,1,I met Sean Connery in a Scottish New Jersey bar,"10/4/17:
""I met Sean Connery in a Scottish New Jersey bar""
""I visited Hobbit spots in New Zealand""
""I do Hooligan Fest every year""
#Jeopardy https://t.co/aZonn5AETA",True,0,male,I met Sean Connery in a Scottish New Jersey bar,answer1,journalist,writer
Susan Corica,4800,a journalist,"Waterbury, Connecticut",Waterbury,Connecticut,CT,J! Archive - Show #7571,2017-07-10,1,884550597436993537,2017-07-10 23:11:11,8,2,I judge @CTHistoryDay entries.,"7/10/17:
""I visited Syria after passing the bar.""
""I guessed ages &amp; weights at a theme park.""
""I judge @CTHistoryDay entries.""
#Jeopardy https://t.co/sdzniBbTFF",True,0,female,I judge C T History Day entries.,answer3,journalist,writer
Susan Corica,15995,a journalist,"Waterbury, Connecticut",Waterbury,Connecticut,CT,J! Archive - Show #7570,2017-07-07,3,883462397423476736,2017-07-07 23:07:04,15,1,I own a saluki dog.,"7/7/17:
""I own a saluki dog.""
""I enjoy making pizzeria-style pizza at home.""
""I lost an ice cream-eating contest.""
#Jeopardy https://t.co/5Rh2SRhn7f",True,1,female,I own a saluki dog.,answer1,journalist,writer
Eric Doctor,2001,a graphic designer and teacher,"Brooklyn, New York",Brooklyn,New York,NY,J! Archive - Show #7888,2018-12-19,2,1075543439461310464,2018-12-20 00:08:33,21,3,I got ordained online &amp; officiated my sister's wedding.,"12/19/18:
""My husband &amp; I are making a quilt from concert t-shirts.""
""I got ordained online &amp; officiated my sister's wedding.""
""I was on the same episode of The Dating Game as @PeeWeeHerman.""
#Jeopardy https://t.co/aQ8OZppvUZ",True,0,male,I got ordained online and officiated my sisters wedding.,answer2,graphic designer teacher,actor/artist/designer
Casey Amspacher,9599,a senior data engineer,"Brooklyn, New York",Brooklyn,New York,NY,J! Archive - Show #7868,2018-11-21,2,1065396324395360256,2018-11-22 00:07:32,10,0,I snuck my friend out of the hospital disguised as an EMT.,"11/21/18:
""I dance with my four-year-old at the end of @Jeopardy!""
""I snuck my friend out of the hospital disguised as an EMT.""
""I love cozy mysteries.""
#Jeopardy https://t.co/zRlQUSzxFM",True,0,andy,I snuck my friend out of the hospital disguised as an EMT.,answer2,senior data engineer,student
Katherine Pisarro-Grant,4399,a verbal identity consultant,"Brooklyn, New York",Brooklyn,New York,NY,J! Archive - Show #7784,2018-06-14,3,1007399046867226624,2018-06-14 23:07:03,11,0,"I write, name, and strategize language for companies.","6/14/18:
""I write, name, and strategize language for companies.""
""I was a spiteful vegetarian.""
""I will be the chair for a large sci-fi convention.""
#Jeopardy https://t.co/zbejV3u5fX",True,0,female,"I write, name, and strategize language for companies.",answer1,verbal identity consultant,consultant
Tommy Fagin,1,an English teacher,"Brooklyn, New York",Brooklyn,New York,NY,J! Archive - Show #7776,2018-06-04,3,1003775162725097473,2018-06-04 23:07:02,10,0,My students don't get my Dickensian game.,"6/4/18:
""My students don't get my Dickensian game.""
""If I win 5 games, my husband can have a chicken coop.""
""I made $30 speaking in an African movie.""
#Jeopardy https://t.co/gvYnUUjf7u",True,0,male,My students dont get my Dickensian game.,answer1,english teacher,teacher
Amy Servat,0,an English teacher,"Houston, Texas",Houston,Texas,TX,J! Archive - Show #7602,2017-10-03,2,915352534319067137,2017-10-03 23:07:05,22,4,I was stranded in a small Colorado town,"10/3/17:
""My parents met playing @Jeopardy! in a hospital""
""I was stranded in a small Colorado town""
""School didn't make me smart""
#Jeopardy https://t.co/JlqKT9hU8s",True,0,female,I was stranded in a small Colorado town,answer2,english teacher,teacher
Justin Earnshaw,1200,an English teacher,"Cheyenne, Wyoming",Cheyenne,Wyoming,WY,J! Archive - Show #7689,2018-02-01,3,959216564804423681,2018-02-02 00:07:05,9,1,I met my future wife acting in a Vaudeville show.,"2/1/18:
""I met my future wife acting in a Vaudeville show.""
""I'm getting good at sign language.""
""I'm a vault teller for a bank.""
#Jeopardy https://t.co/e8g6JUiS04",True,0,male,I met my future wife acting in a Vaudeville show.,answer1,english teacher,teacher
Nathan Flynn,17610,an English teacher,"Royal Oak, Michigan",Royal Oak,Michigan,MI,J! Archive - Show #7564,2017-06-29,1,880563294435655682,2017-06-29 23:07:04,10,3,I won a pie-eating contest in 6th grade,"6/29/17:
""I got a perfect SAT score""
""I sang a song at my wedding based on my proposal""
""I won a pie-eating contest in 6th grade""
#Jeopardy https://t.co/4m3Mm9s0Cf",True,1,male,I won a pie-eating contest in 6th grade,answer3,english teacher,teacher
Nathan Flynn,18001,an English teacher,"Royal Oak, Michigan",Royal Oak,Michigan,MI,J! Archive - Show #7563,2017-06-28,2,880200905450246144,2017-06-28 23:07:03,5,1,I've stepped in every Great Lake.,"6/28/17:
""I can judge someone on their vacation home spot.""
""I've stepped in every Great Lake.""
""I sang with @MsGladysKnight."" 
#Jeopardy https://t.co/Xog5kM8twz",True,1,male,Ive stepped in every Great Lake.,answer2,english teacher,teacher
Denver Wade,11200,an English teacher,"Westfield, Indiana",Westfield,Indiana,IN,J! Archive - Show #7392,2016-11-01,3,793594534437359616,2016-11-01 23:24:15,49,20,I coached American football in Sicily.,"11/1/16:
""I coached American football in Sicily.""
""I worked next to @Cirque."" 
""I stand in the river to scoop up Alaskan salmon.""
#Jeopardy https://t.co/sOpH1GCIuc",True,0,male,I coached American football in Sicily.,answer1,english teacher,teacher
Amy Williamson,9599,an English teacher,"Hickory, North Carolina",Hickory,North Carolina,NC,J! Archive - Show #6970,2014-12-26,2,548631785433993216,2014-12-27 00:09:45,3,5,I built a crashing Phantom chandelier,"12/26/14:
""I used to be an altar boy""
""I built a crashing Phantom chandelier""
""I set a carburetor ablaze""
#Jeopardy http://t.co/3XIQ6wFfO0",True,0,female,I built a crashing Phantom chandelier,answer2,english teacher,teacher
Carolyn Walsh,10600,a software engineer,"Brooklyn, New York",Brooklyn,New York,NY,J! Archive - Show #7749,2018-04-26,3,989642056225251328,2018-04-26 23:07:07,8,2,“I worked for a saltwater taffy company.”,"4/26/18:
“I worked for a saltwater taffy company.”
“I had a @Jeopardy!-themed bachelor party.”
“I want to go back to South Africa.”
#Jeopardy https://t.co/EBezIfhYNO",True,1,female,“I worked for a saltwater taffy company.”,answer1,software engineer,technician/ programmer
Steven Silverman,2667,a software engineer,"Arlington, Virginia",Arlington,Virginia,VA,J! Archive - Show #8010,2019-06-07,3,1137141506458959877,2019-06-07 23:37:16,12,1,I collect souvenir baseballs.,"6/7/19:
""I collect souvenir baseballs.""
""I had an advice column as a 5-year-old at daycare.""
""I have a three-legged rescue cat.""
#Jeopardy https://t.co/lgMvshs8Vn",True,0,male,I collect souvenir baseballs.,answer1,software engineer,technician/ programmer
Steven Green,0,a software engineer,"Millbrae, California",Millbrae,California,CA,J! Archive - Show #8034,2019-07-11,3,1150042725527556101,2019-07-13 14:02:07,5,1,I love @F1 racing.,"7/11/19:
""I love @F1 racing.""
""I sang in a choir with an elephant.""
""I was at an incredibly cold football game.""
#Jeopardy https://t.co/qJhC0U1db9",True,0,male,I love F1 racing.,answer1,software engineer,technician/ programmer
Brian Panulla,21501,a software engineer,"Portland, Oregon",Portland,Oregon,OR,J! Archive - Show #7878,2018-12-05,3,1070469750243889159,2018-12-06 00:07:31,21,3,I stapled my torn pants 10 minutes before a conference.,"12/5/18:
""I stapled my torn pants 10 minutes before a conference.""
""My roller derby name is Scar of David.""
""I was on the police force for 30 years &amp; have been retired for 7.""
#Jeopardy https://t.co/SNXeyipVit",True,0,male,I stapled my torn pants 10 minutes before a conference.,answer1,software engineer,technician/ programmer
Kellie Packwood,4400,a software engineer,"Austin, Texas",Austin,Texas,TX,J! Archive - Show #7583,2017-07-26,3,890347763212451841,2017-07-26 23:07:03,31,13,I taught in Taiwan.,"7/26/17:
""I taught in Taiwan.""
""I love to boat and go to the beach.""
""I wear pink on Wednesdays in honor of Mean Girls.""
#Jeopardy https://t.co/P4nHSV35DG",True,0,mostly_female,I taught in Taiwan.,answer1,software engineer,technician/ programmer
Kris Dages,5605,a software engineer,"Austin, Texas",Austin,Texas,TX,J! Archive - Show #7118,2015-07-22,3,624003304155033600,2015-07-22 23:49:15,21,17,I taped every @TheXFilesFox,"7/22/15:
""I taped every @TheXFilesFox""
""I got underwear from a Japanese bathroom""
""I had a birthday abroad""
#Jeopardy http://t.co/NEQWifmPCr",True,0,mostly_male,I taped every The X Files Fox,answer1,software engineer,technician/ programmer
Nabila Yusaf,2399,a software engineer,"New York, New York",New York,New York,NY,J! Archive - Show #7692,2018-02-06,2,961028497664856064,2018-02-07 00:07:03,13,2,I am a water sommelier.,"2/6/18:
""I watched @Jeopardy! during my high school lunch break.""
""I am a water sommelier.""
""I make sure car registrations are done on time.""
#Jeopardy https://t.co/1uZQhzePY4",True,0,female,I am a water sommelier.,answer2,software engineer,technician/ programmer
Todd DeFilippi,2000,a software engineer,"Mountain View, California",Mountain View,California,CA,J! Archive - Show #7483,2017-03-08,1,839672706144559104,2017-03-09 03:02:28,15,1,I donate platelets monthly.,"3/8/17:
""I want a degree in the study of last names.""
""I'm a go-go dancer in Southern California.""
""I donate platelets monthly.""
#Jeopardy https://t.co/wgHMePnROG",True,0,male,I donate platelets monthly.,answer3,software engineer,technician/ programmer
Todd DeFilippi,24583,a software engineer,"Mountain View, California",Mountain View,California,CA,J! Archive - Show #7482,2017-03-07,3,839268237783285760,2017-03-08 00:15:15,8,0,I saw the Pope give an address.,"3/7/17:
""I saw the Pope give an address.""
""I almost had the wrong tattoo inked on me.""
""I performed at the Grand Ole Opry."" 
#Jeopardy https://t.co/5TJt32G6r9",True,1,male,I saw the Pope give an address.,answer1,software engineer,technician/ programmer
Chris Wong,10960,a software engineer,"Alexandria, Virginia",Alexandria,Virginia,VA,J! Archive - Show #7838,2018-10-10,3,1050160915671334918,2018-10-10 23:07:27,10,1,I've sang a capella almost my whole life.,"10/10/18:
""I've sang a capella almost my whole life.""
""I painted a @Jeopardy! scene on my fingernails.""
""I did a podcast on Kurt Vonnegut's works.""
#Jeopardy https://t.co/b5NjWVzKFN",True,0,mostly_male,Ive sang a capella almost my whole life.,answer1,software engineer,technician/ programmer
Bianca Benincasa,9000,a software engineer,"Silver Spring, Maryland",Silver Spring,Maryland,MD,J! Archive - Show #7180,2015-11-27,3,670395217623785472,2015-11-28 00:14:09,15,4,I'm an amateur etymologist.,"11/27/15:
""I'm an amateur etymologist.""
""I've always loved rhinos.""
""My grandma read Grimm tales to me.""
#Jeopardy https://t.co/TGcVejyOuR",True,0,female,Im an amateur etymologist.,answer1,software engineer,technician/ programmer
Playing the Final Jeopardy! Round: Alan Lin,32500,a software engineer,"Riverside, California",Riverside,California,CA,J! Archive - Show #7941,2019-03-04,1,1102720696441098241,2019-03-05 00:01:16,25,2,I love the opening montage.,"3/4/19:
""I will take any supernatural assistance in winning today.""
""It took about 3 hours to shoot 30 seconds of intro footage.""
""I love the opening montage.""
#Jeopardy #JeopardyAllStars https://t.co/t3GSkt3l3W",True,0,unknown,I love the opening montage.,answer3,software engineer,technician/ programmer
Alan Lin,400,a software engineer,"Riverside, California",Riverside,California,CA,J! Archive - Show #7635,2017-11-17,2,931675086351994881,2017-11-18 00:07:04,38,4,I'd be interested in writing for @Jeopardy!,"11/17/17:
""I'd like to thank all of my bartenders.""
""I'd be interested in writing for @Jeopardy!""
""Thanks to all of my family and clients.""
#Jeopardy https://t.co/ely8OEQMV3",True,0,male,Id be interested in writing for Jeopardy,answer2,software engineer,technician/ programmer
Alan Lin,8800,a software engineer,"Riverside, California",Riverside,California,CA,J! Archive - Show #7634,2017-11-16,2,931312691255365633,2017-11-17 00:07:03,63,10,I couldn't feel my body yesterday.,"11/16/17:
""My now-deceased friend encouraged me to play.""
""I couldn't feel my body yesterday.""
""My English teacher, who taught me yesterday's Final, is here.""
#Jeopardy https://t.co/asqKfcyAip",True,1,male,I couldnt feel my body yesterday.,answer2,software engineer,technician/ programmer
Alan Lin,24401,a software engineer,"Riverside, California",Riverside,California,CA,J! Archive - Show #7633,2017-11-15,1,930995608588079104,2017-11-16 03:07:04,8,2,I'm getting my creative writing Master's.,"11/15/17:
""I realized how smart people miss easy questions.""
""My animal magnetism led to my cat adopting me.""
""I'm getting my creative writing Master's.""
#Jeopardy https://t.co/21yTH87qal",True,1,male,Im getting my creative writing Masters.,answer3,software engineer,technician/ programmer
